product_id,d_bar,sigma_d,n_days,total_units,annual_demand,abc,xyz,segment,unit_price,unit_cost,ss_flat,rop_flat,target_sl,z,ss_opt,rop_opt,ss_uniform,rop_uniform,eoq,order_qty
SKU-0001,0.7956204379562044,3.805333793086443,1096,872,290.4014598540146,C,Z,CZ,7.42,5.194,16.708029197080293,22.277372262773724,0.85,1.0364333894937898,10.564302266091623,16.133645331785054,23.712321859343515,29.281664925036946,105.74587199386717,106.0
SKU-0002,2.7947080291970803,3.8701302358614624,1096,3063,1020.0684306569343,B,Y,BY,5.07,3.549,58.68886861313869,78.25182481751824,0.95,1.6448536269514722,19.18825415983585,38.75121036421541,27.138314035894705,46.70127024027427,239.7599568161311,240.0
SKU-0003,1.4425182481751824,2.469980246835594,1096,1581,526.5191605839416,B,Y,BY,8.01,5.606999999999999,30.29288321167883,40.3905109489051,0.95,1.6448536269514722,11.749949745588793,21.84757748281507,16.618178154489154,26.71580589171543,137.0429850829302,137.0
SKU-0004,0.3385036496350365,1.574747974613178,1096,371,123.55383211678831,C,Z,CZ,6.88,4.816,7.108576642335766,9.478102189781021,0.85,1.0364333894937898,4.3748241531780225,6.744349700623278,9.819601501857246,12.1891270493025,71.63081107003472,72.0
SKU-0005,4.140510948905109,4.187430780603518,1096,4538,1511.2864963503648,B,X,BX,2.66,1.8619999999999999,86.95072992700729,115.93430656934305,0.95,1.6448536269514722,22.751207211148984,51.73478385348474,32.17746652971972,61.161043172055486,402.9011995786946,403.0
SKU-0006,0.6040145985401459,1.9388228636444182,1096,662,220.46532846715326,C,Z,CZ,8.83,6.181,12.684306569343065,16.912408759124087,0.85,1.0364333894937898,5.461971828887209,9.69007401866823,12.25978116973706,16.487883359518083,84.46091381445922,84.0
SKU-0007,0.38047445255474455,1.3229074639788068,1096,417,138.87317518248176,C,Z,CZ,7.33,5.130999999999999,7.989963503649635,10.653284671532848,0.85,1.0364333894937898,3.712346465257483,6.375667633140695,8.332623586521883,10.995944754405095,73.57379758178458,74.0
SKU-0008,4.687956204379562,5.318296240887936,1096,5138,1711.10401459854,B,X,BX,7.5,5.25,98.4470802919708,131.26277372262774,0.95,1.6448536269514722,27.8120214422431,60.627714872900036,39.33507267443279,72.15076610508973,255.31336596788103,255.0
SKU-0009,0.4041970802919708,1.887217442258813,1096,443,147.53193430656935,C,Z,CZ,2.9,2.03,8.488138686131387,11.317518248175183,0.85,1.0364333894937898,5.242409671407595,8.07178923345139,11.766958414844929,14.596337976888725,120.56187598712093,121.0
SKU-0010,0.958029197080292,1.8372277465665647,1096,1050,349.68065693430657,C,Y,CY,5.15,3.605,20.118613138686133,26.824817518248175,0.9,1.2815515655446004,6.695922398609875,13.402126778171919,12.154832669670226,18.86103704923227,139.28301782062624,139.0
SKU-0011,1.3558394160583942,2.2805956579392075,1096,1486,494.8813868613139,C,Y,CY,4.6,3.2199999999999998,28.47262773722628,37.96350364963504,0.9,1.2815515655446004,8.477734148981,17.96861006138976,15.389282292191165,24.880158204599923,175.3224866901335,175.0
SKU-0012,0.08941605839416059,0.6765729018941776,1096,98,32.636861313868614,C,Z,CZ,8.49,5.943,1.8777372262773724,2.5036496350364965,0.85,1.0364333894937898,1.8644964736744356,2.4904088824335595,4.184993895080565,4.810906303839689,33.14105471239149,33.0
SKU-0013,6.517335766423358,12.053748374745442,1096,7143,2378.8275547445255,A,Y,AY,6.51,4.5569999999999995,136.8640510948905,182.48540145985402,0.97,1.8807936081512509,64.79743732109374,110.41878768605724,80.1477524710402,125.76910283600371,323.1148839176369,323.0
SKU-0014,0.8832116788321168,1.8199932497467555,1096,968,322.37226277372264,C,Y,CY,7.76,5.4319999999999995,18.547445255474454,24.72992700729927,0.9,1.2815515655446004,6.573107773669239,12.755589525494056,11.931892329762514,18.114374081587332,108.9466676442427,109.0
SKU-0015,0.30383211678832117,1.6312652749814374,1096,333,110.89872262773723,C,Z,CZ,5.1,3.5699999999999994,6.380474452554744,8.507299270072993,0.85,1.0364333894937898,4.517285220353308,6.644110037871556,10.139365419265081,12.266190236783329,78.8214031376651,79.0
SKU-0016,2.3686131386861313,3.247349504665735,1096,2596,864.5437956204379,C,X,CX,3.59,2.513,49.74087591240876,66.32116788321167,0.92,1.4050715603096329,13.7853392050596,30.365631175862518,22.8241005358867,39.40439250668962,262.30843283654036,262.0
SKU-0017,0.8403284671532847,1.8204965657457524,1096,921,306.7198905109489,C,Y,CY,5.88,4.116,17.646897810218977,23.529197080291972,0.9,1.2815515655446004,6.537679521693117,12.419978791766109,11.867580880358908,17.7498801504319,122.08105818387989,122.0
SKU-0018,0.06204379562043796,0.5144319222661071,1096,68,22.645985401459853,C,Z,CZ,2.45,1.715,1.302919708029197,1.7372262773722627,0.85,1.0364333894937898,1.416497403292362,1.8508039726354277,3.179428370541996,3.613734939885062,51.38999165355792,51.0
SKU-0019,17.40602189781022,30.560013869792247,1096,19077,6353.1979927007305,A,Y,AY,7.79,5.452999999999999,365.5264598540146,487.36861313868616,0.97,1.8807936081512509,165.56624666123352,287.40839994590505,204.78838521356118,326.63053849823274,482.71794501529024,483.0
SKU-0020,0.19616788321167883,1.111510513267668,1096,215,71.60127737226277,C,Z,CZ,6.42,4.494,4.119525547445256,5.492700729927007,0.85,1.0364333894937898,3.0749280401002927,4.448103222582045,6.901892954654513,8.275068137136264,56.449337444473315,56.0
SKU-0021,20.18978102189781,16.80510157232363,1096,22128,7369.270072992701,A,X,AX,7.31,5.116999999999999,423.985401459854,565.3138686131388,0.98,2.0537489106318225,123.35133116229807,264.67979831558273,139.7240458772728,281.0525130305575,536.6850848684124,537.0
SKU-0022,59.69251824817518,28.049977879505764,1096,65423,21787.769160583943,A,X,AX,4.48,3.136,1253.5428832116788,1671.390510948905,0.98,2.0537489106318225,288.69892396020913,706.5465516974355,327.0186167919101,744.8662445291363,1178.7816143904672,1179.0
SKU-0023,0.32299270072992703,2.010851970542649,1096,354,117.89233576642337,C,Z,CZ,8.79,6.152999999999999,6.782846715328468,9.043795620437956,0.85,1.0364333894937898,5.5545458784168655,7.815494783526354,12.467570155983301,14.72851906109279,61.90337483718874,62.0
SKU-0024,3.8175182481751824,7.07116491082012,1096,4184,1393.3941605839416,B,Y,BY,8.25,5.7749999999999995,80.16788321167883,106.8905109489051,0.95,1.6448536269514722,33.236765437413645,59.95939317463992,47.00739162950606,73.73001936673234,219.67265379518201,220.0
SKU-0025,1.114963503649635,2.3947268170601768,1096,1222,406.9616788321168,C,Y,CY,5.78,4.046,23.414233576642335,31.21897810218978,0.9,1.2815515655446004,8.607943482453466,16.412688008000913,15.625645942510006,23.430390468057453,141.83349891802553,142.0
SKU-0026,9.822080291970803,15.85367755204265,1096,10765,3585.059306569343,B,Y,BY,2.57,1.7989999999999997,206.26368613138686,275.01824817518246,0.95,1.6448536269514722,76.18472449517176,144.9392865389674,107.74950971911547,176.50407176291108,631.3171516140727,631.0
SKU-0027,1.6395985401459854,2.427513793509364,1096,1797,598.4534671532847,C,X,CX,4.07,2.849,34.431569343065696,45.908759124087595,0.92,1.4050715603096329,10.132397250768461,21.60958703179036,16.776000218855806,28.253189999877705,204.96701053007527,205.0
SKU-0028,4.338503649635037,10.723567488326772,1096,4755,1583.5538321167883,C,Y,CY,1.74,1.218,91.10857664233578,121.47810218978103,0.9,1.2815515655446004,38.02246554094166,68.39199108838692,69.02061864313053,99.3901441905758,509.9267200189572,510.0
SKU-0029,2.0565693430656933,2.75556600699955,1096,2254,750.6478102189781,C,Y,CY,2.35,1.645,43.18795620437956,57.583941605839414,0.9,1.2815515655446004,10.727583165296611,25.123568566756465,19.473340723187285,33.86932612464714,302.09960518874385,302.0
SKU-0030,7.54014598540146,19.33190595210999,1096,8264,2752.1532846715327,A,Y,AY,5.26,3.6819999999999995,158.34306569343065,211.12408759124088,0.97,1.8807936081512509,100.2918676813876,153.0728895791978,124.05070506036012,176.83172695817035,386.64234411601507,387.0
SKU-0031,8.25912408759124,7.244611208397858,1096,9052,3014.580291970803,A,X,AX,5.6,3.9199999999999995,173.44160583941607,231.25547445255475,0.98,2.0537489106318225,51.966067722049615,109.7799363351883,58.86364712922044,116.67751574235913,392.1799547877044,392.0
SKU-0032,3.6067518248175183,4.0944901206863955,1096,3953,1316.4644160583941,B,X,BX,6.82,4.774,75.74178832116789,100.98905109489051,0.95,1.6448536269514722,21.40766602745497,46.6549288011776,30.277270594251778,55.524533367974406,234.843396469763,235.0
SKU-0033,10.569343065693431,15.673982453758752,1096,11584,3857.8102189781025,B,Y,BY,3.29,2.303,221.95620437956205,295.94160583941607,0.95,1.6448536269514722,76.56188729371895,150.54728875357296,108.28293826265934,182.26833972251336,578.8132421968522,579.0
SKU-0034,1.4762773722627738,2.43404003217809,1096,1618,538.8412408759124,C,Y,CY,3.54,2.4779999999999998,31.001824817518248,41.33576642335767,0.9,1.2815515655446004,9.07908833807209,19.413029943911507,16.48089583077174,26.814837436611157,208.54258886407388,209.0
SKU-0035,0.032846715328467155,0.30939256771493007,1096,36,11.989051094890511,C,Z,CZ,4.08,2.856,0.6897810218978102,0.9197080291970803,0.85,1.0364333894937898,0.8511269960562741,1.0810540033555442,1.9104145986471466,2.140341605946417,28.97532406038106,29.0
SKU-0036,2.2764598540145986,3.319134048952604,1096,2495,830.9078467153284,C,Y,CY,2.54,1.7779999999999998,47.80565693430657,63.74087591240876,0.9,1.2815515655446004,12.676717455358803,28.611936433460993,23.011524073600803,38.946743051702995,305.7211958210907,306.0
SKU-0037,0.3494525547445255,1.9675819412323825,1096,383,127.55018248175182,C,Z,CZ,2.21,1.547,7.338503649635036,9.784671532846716,0.85,1.0364333894937898,5.443803527992909,7.889971411204588,12.219001136414288,14.665169019625967,128.41341129072734,128.0
SKU-0038,19.014598540145986,10.582908872516077,1096,20840,6940.328467153285,A,X,AX,4.12,2.884,399.3065693430657,532.4087591240876,0.98,2.0537489106318225,96.98839943867313,230.09058921969503,109.86189970582522,242.96408948684712,693.7570065447331,694.0
SKU-0039,3.468978102189781,3.6993082477469788,1096,3802,1266.1770072992701,C,X,CX,2.75,1.9249999999999998,72.8485401459854,97.13138686131387,0.92,1.4050715603096329,16.85672536750805,41.13957208283652,27.909330976246522,52.19217769157499,362.69940432984293,363.0
SKU-0040,0.8385036496350365,2.5564700166646563,1096,919,306.0538321167883,C,Z,CZ,5.18,3.6259999999999994,17.608576642335766,23.478102189781023,0.85,1.0364333894937898,7.222470393970476,13.091995941415732,16.21134442083391,22.080869968279167,129.92717891616647,130.0
SKU-0041,2.303832116788321,3.309571549352369,1096,2525,840.8987226277372,C,Y,CY,3.9,2.73,48.38047445255474,64.50729927007299,0.9,1.2815515655446004,12.680460028427834,28.807284845946082,23.01831781264078,39.14514263015903,248.20213944285425,248.0
SKU-0042,0.04288321167883212,0.4471977579884074,1096,47,15.652372262773724,C,Z,CZ,6.08,4.255999999999999,0.9005474452554745,1.2007299270072993,0.85,1.0364333894937898,1.2294986654500555,1.5296811472018803,2.7596965087189766,3.0598789904708017,27.120910923877,27.0
SKU-0043,1.4242700729927007,2.3022154142807674,1096,1561,519.8585766423357,C,Y,CY,5.35,3.7449999999999997,29.909671532846716,39.879562043795616,0.9,1.2815515655446004,8.617474410320972,18.587364921269874,15.642947044064034,25.612837555012938,166.62175077512057,167.0
SKU-0044,0.06569343065693431,0.4958918656915915,1096,72,23.978102189781023,C,Z,CZ,3.22,2.254,1.3795620437956204,1.8394160583941606,0.85,1.0364333894937898,1.3666087401781009,1.826462754776641,3.0674497460099492,3.5273037606084894,46.12596289939884,46.0
SKU-0045,27.912408759124087,17.557825955247765,1096,30592,10188.029197080292,A,X,AX,6.08,4.255999999999999,586.1605839416059,781.5474452554745,0.98,2.0537489106318225,149.15295459808962,344.53981591195827,168.95037998069063,364.33724129455925,691.9254082193307,692.0
SKU-0046,1.4516423357664234,2.386307409722106,1096,1591,529.8494525547445,C,Y,CY,5.93,4.151,30.484489051094894,40.64598540145985,0.9,1.2815515655446004,8.905658795044536,19.0671551454095,16.166076310773278,26.32757266113824,159.77722574650178,160.0
SKU-0047,7.482664233576642,7.555558032840101,1096,8201,2731.1724452554745,B,X,BX,3.63,2.541,157.1359489051095,209.51459854014598,0.95,1.6448536269514722,41.0741476273627,93.4527972623992,58.09195082485837,110.47060045989487,463.64675697165455,464.0
SKU-0048,1.229014598540146,2.1529458072840004,1096,1347,448.59032846715326,C,Y,CY,3.09,2.163,25.809306569343065,34.412408759124084,0.9,1.2815515655446004,7.950593161690493,16.553695351471514,14.432384928032484,23.035487117813503,203.6627910343138,204.0
SKU-0049,0.2271897810218978,1.1219803694086632,1096,249,82.9242700729927,C,Z,CZ,15.97,11.179,4.770985401459853,6.361313868613138,0.85,1.0364333894937898,3.112466662089519,4.702795129242803,6.9861510404555816,8.576479507608866,38.517168054755444,39.0
SKU-0050,0.333029197080292,1.5288531957398404,1096,365,121.55565693430658,C,Z,CZ,5.66,3.9619999999999997,6.993613138686132,9.324817518248176,0.85,1.0364333894937898,4.248792718272776,6.57999709783482,9.536715053363594,11.867919432925637,78.33310644024549,78.0
SKU-0051,0.22354014598540145,1.172840545217273,1096,245,81.59215328467153,C,Z,CZ,6.8,4.76,4.69434306569343,6.259124087591241,0.85,1.0364333894937898,3.249308002997045,4.814089024894855,7.293301085724388,8.858082107622199,58.55118901141175,59.0
